date,region,Sales
2022-02-02,north,1296
2022-02-02,south,1491
2022-02-02,west,1461
2022-02-03,east,1254
2022-02-03,north,1275
2022-02-03,south,1311
2022-02-03,west,1269
2022-02-04,east,1206
2022-02-04,north,1221
2022-02-04,south,1329
2022-02-04,west,1314
2022-02-05,east,1278
2022-02-05,north,1242
2022-02-05,south,1200
2022-02-05,west,1341
2022-02-06,east,1212
2022-02-06,north,1350
2022-02-06,south,1419
2022-02-06,west,1329
2022-02-07,east,1353
2022-02-07,north,1374
2022-02-07,south,1287
2022-02-07,west,1359
2022-02-08,east,1458
2022-02-08,north,1425
2022-02-08,south,1416
2022-02-08,west,1398
2022-02-09,east,1335
2022-02-09,north,1374
2022-02-09,south,1461
2022-02-09,west,1353
2022-02-10,east,1242
2022-02-10,north,1365
2022-02-10,south,1386
2022-02-10,west,1467
2022-02-11,east,1482
2022-02-11,north,1443
2022-02-11,south,1218
2022-02-11,west,1359
2022-02-12,east,1266
2022-02-12,north,1347
2022-02-12,south,1494
2022-02-12,west,1251
2022-02-13,east,1500
2022-02-13,north,1455
2022-02-13,south,1347
2022-02-13,west,1434
2022-02-14,east,1500
2022-02-14,north,1221
2022-02-14,south,1479
2022-02-14,west,1269
